image_path,true_label,category,folder,original_width,original_height,resolution_variant,resized_width,resized_height,score,raw_label_at_0_15,format,has_exif,status,warning,error_message,variant_path
data\test_images\day14_expansion\paired_format\ai_jpg\ai_007_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.168416,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_007_food_retail_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_007_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.193863,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_007_food_retail_jpg_q95__e5631207b963__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_007_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.200874,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_007_food_retail_jpg_q95__e5631207b963__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_007_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.196844,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_007_food_retail_jpg_q95__e5631207b963__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_008_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.158356,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_008_food_retail_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_008_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.178204,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_008_food_retail_jpg_q95__17ba996728b1__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_008_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.18341,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_008_food_retail_jpg_q95__17ba996728b1__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_008_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.183716,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_008_food_retail_jpg_q95__17ba996728b1__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_009_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.160059,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_009_food_retail_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_009_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.180938,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_009_food_retail_jpg_q95__0f4c8f469044__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_009_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.185935,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_009_food_retail_jpg_q95__0f4c8f469044__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_009_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.186115,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_009_food_retail_jpg_q95__0f4c8f469044__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_010_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.131111,real,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_010_food_retail_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_010_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.146491,real,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_010_food_retail_jpg_q95__1870302f82a1__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_010_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.153511,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_010_food_retail_jpg_q95__1870302f82a1__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_010_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.159898,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_010_food_retail_jpg_q95__1870302f82a1__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_011_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.135595,real,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_011_food_retail_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_011_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.144481,real,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_011_food_retail_jpg_q95__74bddbdf9c02__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_011_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.145146,real,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_011_food_retail_jpg_q95__74bddbdf9c02__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_011_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.142963,real,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_011_food_retail_jpg_q95__74bddbdf9c02__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_012_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.189874,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_012_food_retail_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_012_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.209767,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_012_food_retail_jpg_q95__1cada0141ba3__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_012_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.212181,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_012_food_retail_jpg_q95__1cada0141ba3__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_012_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.207396,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_012_food_retail_jpg_q95__1cada0141ba3__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_013_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.15081,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_013_food_retail_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_013_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.164671,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_013_food_retail_jpg_q95__22cebf5b9035__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_013_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.16666,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_013_food_retail_jpg_q95__22cebf5b9035__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_013_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.170696,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_013_food_retail_jpg_q95__22cebf5b9035__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_014_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.14523,real,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_014_food_retail_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_014_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.167169,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_014_food_retail_jpg_q95__acb136cfd528__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_014_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.17466,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_014_food_retail_jpg_q95__acb136cfd528__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_014_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.179556,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_014_food_retail_jpg_q95__acb136cfd528__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_015_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.158376,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_015_food_retail_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_015_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.167258,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_015_food_retail_jpg_q95__93ac03d90bfe__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_015_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.163639,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_015_food_retail_jpg_q95__93ac03d90bfe__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_015_food_retail_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.159135,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_015_food_retail_jpg_q95__93ac03d90bfe__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_016_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.172683,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_016_indoor_home_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_016_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.181168,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_016_indoor_home_jpg_q95__b0c4aa02857d__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_016_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.181683,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_016_indoor_home_jpg_q95__b0c4aa02857d__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_016_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.183481,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_016_indoor_home_jpg_q95__b0c4aa02857d__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_017_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.140484,real,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_017_indoor_home_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_017_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.160429,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_017_indoor_home_jpg_q95__038e373b4183__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_017_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.169538,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_017_indoor_home_jpg_q95__038e373b4183__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_017_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.173509,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_017_indoor_home_jpg_q95__038e373b4183__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_018_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.155609,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_018_indoor_home_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_018_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.16751,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_018_indoor_home_jpg_q95__3ca9d4d97222__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_018_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.168925,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_018_indoor_home_jpg_q95__3ca9d4d97222__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_018_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.165277,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_018_indoor_home_jpg_q95__3ca9d4d97222__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_019_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.182392,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_019_indoor_home_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_019_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.18899,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_019_indoor_home_jpg_q95__ef6f7dc71798__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_019_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.180868,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_019_indoor_home_jpg_q95__ef6f7dc71798__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_019_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.16571,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_019_indoor_home_jpg_q95__ef6f7dc71798__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_020_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.163685,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_020_indoor_home_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_020_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.178318,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_020_indoor_home_jpg_q95__1ee220fbda20__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_020_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.176316,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_020_indoor_home_jpg_q95__1ee220fbda20__resized_768.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_020_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_512,512,384,0.164141,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_020_indoor_home_jpg_q95__1ee220fbda20__resized_512.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_021_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,original,1448,1086,0.168238,ai,jpg,false,success,reused_day15_cached_detection,,data\test_images\day14_expansion\paired_format\ai_jpg\ai_021_indoor_home_jpg_q95.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_021_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_1024,1024,768,0.182936,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_021_indoor_home_jpg_q95__26d7cf8eee63__resized_1024.jpg
data\test_images\day14_expansion\paired_format\ai_jpg\ai_021_indoor_home_jpg_q95.jpg,ai,ai_jpg,ai_jpg,1448,1086,long_edge_768,768,576,0.182895,ai,jpg,false,success,reused_day15_cached_detection,,.tmp\day15_resolution_variants\ai\ai_jpg\ai_021_indoor_home_jpg_q95__26d7cf8eee63__resized_768.jpg
